director_name,genres,actor_1_name,actor_2_name,actor_3_name,movie_title
David Cronenberg,Crime Drama Thriller,Viggo Mortensen,Kyle Schmid,William Hurt,A History of Violence
Louis Leterrier,Action Crime Thriller,Jason Statham,Jason Flemyng,Matthew Modine,Transporter 2
Sam Raimi,Action Thriller Western,Leonardo DiCaprio,Pat Hingle,Roberts Blossom,The Quick and the Dead
Peter Howitt,Comedy Romance,Frances Fisher,Mike Doyle,Nora Dunn,Laws of Attraction
Martin Scorsese,Drama Thriller,Nicolas Cage,Marc Anthony,Sonja Sohn,Bringing Out the Dead
Miguel Sapochnik,Action Crime Sci-Fi Thriller,Alice Braga,RZA,Yvette Nicole Brown,Repo Men
Hyung-rae Shim,Action Drama Fantasy Horror Thriller,Robert Forster,Aimee Garcia,Chris Mulkey,Dragon Wars: D-War
Norman Jewison,Comedy Family Fantasy,Haley Joel Osment,Nancy Travis,Andrea Martin,Bogus
Don Scardino,Comedy,Steve Buscemi,Olivia Wilde,Steve Carell,The Incredible Burt Wonderstone
Mark Dindal,Animation Comedy Family Fantasy Musical,George Kennedy,Frank Welker,Hal Holbrook,Cats Don't Dance
Tim Robbins,Drama,Bill Murray,Vanessa Redgrave,Emily Watson,Cradle Will Rock
Steven Soderbergh,Drama Mystery Thriller,Tony Curran,Beau Bridges,Leland Orser,The Good German
Tom Reeve,Action Adventure Comedy Fantasy Romance,Joan Plowright,Rollo Weeks,Simon Callow,George and the Dragon
Francis Ford Coppola,Drama War,Harrison Ford,Marlon Brando,Robert Duvall,Apocalypse Now
Nanette Burstein,Comedy Romance,Rob Riggle,Kelli Garner,Jim Gaffigan,Going the Distance
Stephen Herek,Drama Music,Alicia Witt,Olympia Dukakis,Jean Louisa Kelly,Mr. Holland's Opus
Ariel Vromen,Action Crime Drama Mystery Sci-Fi Thriller,Gary Oldman,Jordi Mollà,Doug Cockle,Criminal
Sydney Pollack,Biography Drama Romance,Meryl Streep,Michael Gough,Michael Kitchen,Out of Africa
Robert Zemeckis,Drama Thriller,Denzel Washington,Bruce Greenwood,Nadine Velazquez,Flight
Lewis Gilbert,Action Adventure Sci-Fi Thriller,Desmond Llewelyn,Lois Chiles,Lois Maxwell,Moonraker
Wes Anderson,Adventure Comedy Crime Drama,Bill Murray,Tom Wilkinson,F. Murray Abraham,The Grand Budapest Hotel
Scott Hicks,Drama Mystery,Anthony Hopkins,Mika Boorem,Hope Davis,Hearts in Atlantis
Frank Marshall,Comedy Fantasy Horror Thriller,Julian Sands,Peter Jason,Brian McNamara,Arachnophobia
Gregory Hoblit,Crime Drama Mystery Sci-Fi Thriller,Dennis Quaid,Andre Braugher,Noah Emmerich,Frequency
Paul Feig,Action Comedy Fantasy Sci-Fi,Ed Begley Jr.,Kate McKinnon,Zach Woods,Ghostbusters
John Francis Daley,Adventure Comedy,Chris Hemsworth,Norman Reedus,Beverly D'Angelo,Vacation
Barry Sonnenfeld,Comedy Crime Thriller,Delroy Lindo,Rene Russo,Jon Gries,Get Shorty
Rob Marshall,Comedy Crime Musical,Colm Feore,Chita Rivera,Jayne Eastwood,Chicago
Dennis Dugan,Comedy Drama,Steve Buscemi,Adam Sandler,Joey Lauren Adams,Big Daddy
J.B. Rogers,Comedy,Alyson Hannigan,Shannon Elizabeth,Natasha Lyonne,American Pie 2
John Lasseter,Adventure Animation Comedy Family Fantasy,Tom Hanks,John Ratzenberger,Jim Varney,Toy Story
Jan de Bont,Action Adventure Crime Thriller,Keanu Reeves,Alan Ruck,Joe Morton,Speed
Michael Sucsy,Drama Romance,Channing Tatum,Lucas Bryant,Dillon Casey,The Vow
Tom Vaughan,Drama,Harrison Ford,Brendan Fraser,Alan Ruck,Extraordinary Measures
Boaz Yakin,Biography Drama Sport,Ryan Gosling,Denzel Washington,Ethan Suplee,Remember the Titans
John McTiernan,Action Adventure Thriller,Scott Glenn,Jeffrey Jones,Courtney B. Vance,The Hunt for Red October
Lee Daniels,Biography Drama,Alex Pettyfer,David Oyelowo,Vanessa Redgrave,Lee Daniels' The Butler
Rawson Marshall Thurber,Comedy Sport,Gary Cole,Stephen Root,Joel David Moore,Dodgeball: A True Underdog Story
Barry Sonnenfeld,Comedy Fantasy,Anjelica Huston,Raul Julia,Carel Struycken,The Addams Family
Steve Oedekerk,Adventure Comedy,Bruce Spence,Bob Gunton,Sophie Okonedo,Ace Ventura: When Nature Calls
Garry Marshall,Comedy Family Romance,Anne Hathaway,Hector Elizondo,Heather Matarazzo,The Princess Diaries
Hugh Wilson,Comedy,Stockard Channing,Elizabeth Berkley,Stephen Collins,The First Wives Club
David Fincher,Crime Drama Mystery Thriller,Morgan Freeman,Brad Pitt,Reg E. Cathey,Se7en
Neill Blomkamp,Action Sci-Fi Thriller,Sharlto Copley,Jed Brophy,Jason Cope,District 9
Stephen Hillenburg,Adventure Animation Comedy Family Fantasy,Scarlett Johansson,Bill Fagerbakke,Rodger Bumpass,The SpongeBob SquarePants Movie
Clint Eastwood,Crime Drama Mystery Thriller,John Doman,Spencer Treat Clark,Tom Guiry,Mystic River
Clint Eastwood,Drama Sport,Clint Eastwood,Morgan Freeman,Mike Colter,Million Dollar Baby
Harold Ramis,Comedy Crime,Robert De Niro,Chazz Palminteri,Molly Shannon,Analyze This
Nick Cassavetes,Drama Romance,Ryan Gosling,Kevin Connolly,Gena Rowlands,The Notebook
Anne Fletcher,Comedy Romance,Judy Greer,Bern Cohen,Yetta Gottesman,27 Dresses
Peter Chelsom,Comedy Drama Family Music Romance,Emily Osment,Vanessa Williams,Moises Arias,Hannah Montana: The Movie
Stig Bergqvist,Adventure Animation Comedy Family Romance,Elizabeth Daily,Casey Kasem,Debbie Reynolds,Rugrats in Paris: The Movie
Barbra Streisand,Drama Romance,George Carlin,Blythe Danner,Melinda Dillon,The Prince of Tides
Edward Zwick,Drama Romance War Western,Anthony Hopkins,Brad Pitt,Julia Ormond,Legends of the Fall
Jason Reitman,Drama Romance,J.K. Simmons,Anna Kendrick,Chris Lowell,Up in the Air
Alexander Payne,Comedy Drama,Hope Davis,June Squibb,Howard Hesseman,About Schmidt
Jonathan Levine,Comedy Horror Romance,Cory Hardrict,Vincent Leclerc,Daniel Rindress-Kay,Warm Bodies
Rian Johnson,Action Crime Drama Sci-Fi Thriller,Joseph Gordon-Levitt,Bruce Willis,Tracie Thoms,Looper
Chris Weitz,Comedy Fantasy,Chazz Palminteri,Mark Addy,Wanda Sykes,Down to Earth
Chris Noonan,Comedy Drama Family,Miriam Margolyes,Christine Cavanaugh,Roscoe Lee Browne,Babe
David Frankel,Comedy Drama Romance,Meryl Streep,Steve Carell,Jean Smart,Hope Springs
Nicholas Stoller,Comedy Drama Romance,Mila Kunis,Jack McBrayer,Maria Thayer,Forgetting Sarah Marshall
Not Available,Drama Sport,Zach Gilford,Aimee Teegarden,Scott Porter,Friday Night Lights
John Singleton,Action Crime Drama Mystery Thriller,Josh Charles,Tony Nappo,Fionnula Flanagan,Four Brothers
Michael McCullers,Comedy Romance,Tina Fey,Amy Poehler,Romany Malco,Baby Mama
Forest Whitaker,Drama Romance,Bill Cobbs,Harry Connick Jr.,Gena Rowlands,Hope Floats
Gary Winick,Comedy Romance,Anne Hathaway,Steve Howey,Candice Bergen,Bride Wars
Steven Brill,Adventure Comedy Mystery,Antony Starr,Scott Adsit,Bonnie Somerville,Without a Paddle
Gary Winick,Comedy Fantasy Romance,Jennifer Garner,Judy Greer,Christa B. Allen,13 Going on 30
Woody Allen,Comedy Fantasy Romance,Kurt Fuller,Audrey Fleurot,Nina Arianda,Midnight in Paris
Peter Lepeniotis,Adventure Animation Comedy Family,Liam Neeson,Brendan Fraser,Sarah Gadon,The Nut Job
Ted Demme,Biography Crime Drama,Johnny Depp,Ethan Suplee,Jordi Mollà,Blow
Luis Mandoki,Drama Romance,Robin Wright,John Savage,Raphael Sbarge,Message in a Bottle
William Shatner,Action Adventure Sci-Fi Thriller,Leonard Nimoy,Nichelle Nichols,Walter Koenig,Star Trek V: The Final Frontier
John Schultz,Comedy Family Fantasy Sport,Brenda Song,Robert Forster,Anne Meara,Like Mike
Peter Segal,Comedy Crime,George Kennedy,Fred Ward,Priscilla Presley,Naked Gun 33 1/3: The Final Insult
John Glen,Action Adventure Thriller,Patrick Macnee,Alison Doody,Tanya Roberts,A View to a Kill
Steve Box,Animation Comedy Family Mystery Sci-Fi,Mark Gatiss,Geraldine McEwan,Peter Sallis,The Curse of the Were-Rabbit
Richard LaGravenese,Drama Romance,Gerard Butler,Harry Connick Jr.,Nellie McKay,P.S. I Love You
Frederik Du Chau,Adventure Comedy Drama Family Sport,Bruce Greenwood,Frankie Muniz,M. Emmet Walsh,Racing Stripes
Joe Wright,Drama Mystery Romance War,Benedict Cumberbatch,Alfie Allen,Brenda Blethyn,Atonement
Gary Winick,Comedy Drama Romance,Vanessa Redgrave,Marcia DeBonis,Luisa Ranieri,Letters to Juliet
Ridley Scott,Action Crime Thriller,Stephen Root,Ken Takakura,Kate Capshaw,Black Rain
Bobby Farrelly,Comedy,Kate Upton,Larry David,Sean Hayes,The Three Stooges
Tim Burton,Animation Drama Family Fantasy Musical Romance,Johnny Depp,Christopher Lee,Joanna Lumley,Corpse Bride
James Gartner,Biography Drama Sport,Mehcad Brooks,Austin Nichols,Derek Luke,Glory Road
Denis Villeneuve,Action Crime Drama Mystery Thriller,Edgar Arreola,Bernardo Saracino,Daniel Kaluuya,Sicario
Antoine Fuqua,Drama Sport,Jake Gyllenhaal,50 Cent,Oona Laurence,Southpaw
Sam Raimi,Horror Thriller,Bojana Novakovic,Alison Lohman,Reggie Lee,Drag Me to Hell
Lee Toland Krieger,Drama Fantasy Romance,Harrison Ford,Michiel Huisman,Ellen Burstyn,The Age of Adaline
Tim McCanlies,Comedy Drama Family,Haley Joel Osment,Robert Duvall,Emmanuelle Vaugier,Secondhand Lions
Jon M. Chu,Drama Music Romance,Alyson Stoner,Stephen Boss,Facundo Lombard,Step Up 3D
John Stockwell,Drama Romance Sport,Faizon Love,Mika Boorem,Sanoe Lake,Blue Crush
Marc Forster,Comedy Drama Fantasy Romance,Will Ferrell,Christian Stolte,Danny Rhodes,Stranger Than Fiction
David Slade,Horror,Danny Huston,Mark Rendall,Megan Franich,30 Days of Night
Drew Goddard,Fantasy Horror Mystery Thriller,Chris Hemsworth,Bradley Whitford,Kristen Connolly,The Cabin in the Woods
Jason Friedberg,Comedy,Carmen Electra,Diedrich Bader,Method Man,Meet the Spartans
Martin Brest,Action Comedy Crime Thriller,Robert De Niro,Yaphet Kotto,Philip Baker Hall,Midnight Run
Paul Michael Glaser,Action Crime Sci-Fi Thriller,Yaphet Kotto,Maria Conchita Alonso,Richard Dawson,The Running Man
Frank Oz,Comedy Horror Musical Sci-Fi,Bill Murray,Jim Belushi,Tisha Campbell-Martin,Little Shop of Horrors
Joe Wright,Action Drama Thriller,Jessica Barden,Vicky Krieps,John Macmillan,Hanna
Not Available,Drama Mystery,Zach Gilford,Joan Allen,Liam James,The Family
John R. Leonetti,Action Adventure Fantasy Sci-Fi Thriller,Brian Thompson,Talisa Soto,Robin Shou,Mortal Kombat: Annihilation
Tom Hanks,Comedy Drama Romance,Tom Hanks,Rob Riggle,Randall Park,Larry Crowne
Kimberly Peirce,Drama Fantasy Horror,Chloë Grace Moretz,Judy Greer,Portia Doubleday,Carrie
Liz Friedlander,Drama Music,Alfre Woodard,Yaya DaCosta,Jasika Nicole,Take the Lead
Not Available,Comedy Drama,Debi Mazar,Kevin Connolly,Kevin Dillon,Entourage
Phil Joanou,Crime Drama Sport,Dwayne Johnson,Jurnee Smollett-Bell,Kevin Dunn,Gridiron Gang
Sam Weisman,Comedy Crime,Bernie Mac,Larry Miller,Richard Schiff,What's the Worst That Could Happen?
Shane Acker,Action Adventure Animation Drama Mystery Sci-Fi Thriller,Martin Landau,Alan Oppenheimer,Tom Kane,9
Steven Soderbergh,Crime Drama Thriller,Channing Tatum,David Costabile,Katie Lowes,Side Effects
Martha Coolidge,Comedy Family Romance,Devin Ratray,Miranda Richardson,Luke Mably,The Prince and Me
Stephen J. Anderson,Adventure Animation Comedy Family Musical,Craig Ferguson,Robert Lopez,Huell Howser,Winnie the Pooh
Troy Miller,Comedy,Elden Henson,Mimi Rogers,Cheri Oteri,Dumb and Dumberer: When Harry Met Lloyd
Warren Beatty,Comedy Drama Romance,Warren Beatty,Kirk Baltz,Graham Beckel,Bulworth
Tate Taylor,Biography Drama Music,Tika Sumpter,Josh Hopkins,Aunjanue Ellis,Get on Up
Carl Franklin,Drama,Meryl Streep,William Hurt,Tom Everett Scott,One True Thing
Brett Leonard,Action Crime Sci-Fi Thriller,Denzel Washington,Costas Mandylor,Traci Lords,Virtuosity
Ivan Reitman,Comedy Romance Sci-Fi,Rainn Wilson,Eddie Izzard,Wanda Sykes,My Super Ex-Girlfriend
Scott Derrickson,Horror Mystery Thriller,Olivia Munn,Dorian Missick,Edgar Ramírez,Deliver Us from Evil
Alister Grierson,Adventure Drama Thriller,Ioan Gruffudd,Rhys Wakefield,Richard Roxburgh,Sanctum
Nick Hurran,Comedy Drama Romance,Holly Hunter,Kevin Sussman,Dave Annable,Little Black Book
Nicholas Stoller,Comedy Romance,Alison Brie,Jacki Weaver,David Paymer,The Five-Year Engagement
Charles Stone III,Comedy Drama Romance Sport,Bernie Mac,Chris Noth,Paul Sorvino,Mr 3000
Paul Haggis,Crime Drama Romance Thriller,Olivia Wilde,Daniel Stern,Aisha Hinds,The Next Three Days
Kurt Wimmer,Action Horror Sci-Fi Thriller,Milla Jovovich,Cameron Bright,Nick Chinlund,Ultraviolet
Jean-François Richet,Action Crime Drama Thriller,Brian Dennehy,Drea de Matteo,Hugh Dillon,Assault on Precinct 13
Antoine Fuqua,Action Crime Thriller,Mira Sorvino,Clifton Collins Jr.,Patrick Kilpatrick,The Replacement Killers
Kevin Hooks,Action Adventure Crime Drama Romance,Salma Hayek,Stephen Baldwin,Will Patton,Fled
Ellory Elkayem,Action Comedy Horror,Scarlett Johansson,Doug E. Doug,Riley Smith,Eight Legged Freaks
Edward Zwick,Comedy Drama Romance,Jake Gyllenhaal,Anne Hathaway,Judy Greer,Love & Other Drugs
Jon Avnet,Crime Drama Mystery Thriller,Al Pacino,Alicia Witt,Deborah Kara Unger,88 Minutes
Niki Caro,Drama,Jeremy Renner,Charlize Theron,Sissy Spacek,North Country
Howard Deutch,Comedy Crime Thriller,Bruce Willis,Matthew Perry,Natasha Henstridge,The Whole Ten Yards
Vincenzo Natali,Drama Horror Sci-Fi,Sarah Polley,David Hewlett,Delphine Chanéac,Splice
Willard Huyck,Action Adventure Comedy Romance Sci-Fi,Lea Thompson,Jeffrey Jones,Jordan Prentice,Howard the Duck
Gavin O'Connor,Crime Drama Thriller,Jennifer Ehle,Rick Gonzalez,Frank Grillo,Pride and Glory
Bruce Hunt,Adventure Horror Thriller,Eddie Cibrian,Cole Hauser,Marcel Iures,The Cave
Rob Reiner,Comedy Romance,David Paymer,Lobo Sebastian,Robert Costanzo,Alex & Emma
Paul McGuigan,Drama Mystery Romance Thriller,Jessica Paré,Christopher Cousins,Mark Camacho,Wicker Park
Craig Gillespie,Comedy Horror,Grace Phipps,Reid Ewing,Sandra Vergara,Fright Night
Terrence Malick,Biography Drama History Romance,Christian Bale,Michael Greyeyes,Wes Studi,The New World
Chris Roberts,Action Adventure Sci-Fi,Saffron Burrows,David Suchet,Jürgen Prochnow,Wing Commander
Neil Jordan,Drama Fantasy Thriller,Robert Downey Jr.,Aidan Quinn,Paul Guilfoyle,In Dreams
James Wong,Action Adventure Fantasy Sci-Fi Thriller,Ian Whyte,Texas Battle,Randall Duk Kim,Dragonball: Evolution
Jee-woon Kim,Action Crime Thriller,Zach Gilford,James Burnett,Christiana Leucas,The Last Stand
Nick Hamm,Drama Horror Sci-Fi Thriller,Robert De Niro,Cameron Bright,Munro Chambers,Godsend
Andy Cadiff,Comedy Romance,Annabella Sciorra,Stark Sands,Terence Maynard,Chasing Liberty
Mike Disa,Animation Comedy Family,Amy Poehler,Phil LaMarr,Cheech Marin,Hoodwinked Too! Hood vs. Evil
Lasse Hallström,Drama,Morgan Freeman,Camryn Manheim,Lynda Boyd,An Unfinished Life
Terry Gilliam,Adventure Fantasy Mystery,Andrew Garfield,Lily Cole,Verne Troyer,The Imaginarium of Doctor Parnassus
Richard J. Lewis,Comedy Drama,Mark Addy,Atom Egoyan,Paul Gross,Barney's Version
Not Available,Crime Drama Thriller,Ólafur Darri Ólafsson,Ingvar Eggert Sigurðsson,Björn Hlynur Haraldsson,Trapped
Brad Furman,Crime Thriller,Justin Timberlake,John Heard,David Costabile,Runner Runner
Peter Howitt,Action Crime Drama Thriller,Tyler Labine,Richard Roundtree,Ned Bellamy,Antitrust
Edward Zwick,Drama History War,Denzel Washington,Morgan Freeman,Matthew Broderick,Glory
Sergio Leone,Crime Drama,Robert De Niro,Burt Young,Treat Williams,Once Upon a Time in America
Niels Arden Oplev,Action Crime Drama Thriller,Dominic Cooper,Isabelle Huppert,James Biberi,Dead Man Down
Michael Radford,Drama Romance,Al Pacino,Mackenzie Crook,Kris Marshall,The Merchant of Venice
Neil Jordan,Action Crime Drama Romance Thriller,Emir Kusturica,Saïd Taghmaoui,Tchéky Karyo,The Good Thief
Steve Boyum,Action Drama Romance Sport,Channing Tatum,Mike Vogel,Steve Howey,Supercross
Chris Noonan,Biography Drama Romance,Emily Watson,Bill Paterson,Lucy Boynton,Miss Potter
Kaige Chen,Action Drama Fantasy,Dong-gun Jang,Toby Leonard Moore,Nicholas Tse,The Promise
Corey Yuen,Action Adventure,Steve Howey,Holly Valance,Sarah Carter,DOA: Dead or Alive
Andrew Dominik,Biography Crime Drama History Western,Brad Pitt,Jeremy Renner,Sam Shepard,The Assassination of Jesse James by the Coward Robert Ford
Li Zhang,Action Adventure Drama History War,Bingbing Li,Joan Chen,Jaycee Chan,1911
Laurent Tirard,Comedy Family,Louise Bourgoin,Sandrine Kiberlain,Kad Merad,Little Nicholas
Simon West,Action Crime Drama Thriller,Jason Statham,Michael Angarano,Jason Alexander,Wild Card
Marc Forster,Action Biography Crime Drama,Gerard Butler,Madeline Carroll,Kathy Baker,Machine Gun Preacher
Reinhard Klooss,Animation Comedy Family,Jim Broadbent,Vanessa Redgrave,James Corden,Animals United
Bille August,Biography Drama History,Terry Pheto,Patrick Lyster,Tyrone Keogh,The Color of Freedom
Frédéric Auburtin,Drama History Sport,Fisher Stevens,Thomas Kretschmann,Jemima West,United Passions
Olivier Dahan,Biography Drama Romance,Paz Vega,Frank Langella,Derek Jacobi,Grace of Monaco
Maksim Fadeev,Adventure Animation Fantasy,Konstantin Khabenskiy,Fedor Bondarchuk,Sergey Garmash,A Warrior's Tail
Liliana Cavani,Crime Drama Mystery Thriller,Ray Winstone,Dougray Scott,Chiara Caselli,Ripley's Game
Greg Tiernan,Adventure Animation Comedy Fantasy,James Franco,Salma Hayek,Anders Holm,Sausage Party
Elizabeth Banks,Comedy Music,Anna Kendrick,Birgitte Hjort Sørensen,Hana Mae Lee,Pitch Perfect 2
James Mangold,Biography Drama Music Romance,Sandra Ellis Lafferty,Dallas Roberts,Tyler Hilton,Walk the Line
Not Available,Adventure Drama Mystery Sci-Fi Thriller,Amanda Schull,Kirk Acevedo,Tom Noonan,12 Monkeys
Edward Norton,Comedy Drama Romance,Lisa Edelstein,Milos Forman,Anne Bancroft,Keeping the Faith
Peter Hewitt,Adventure Comedy Family Fantasy,Jim Broadbent,Bradley Pierce,Mark Williams,The Borrowers
Ron Howard,Drama,Toby Jones,Clint Howard,Oliver Platt,Frost/Nixon
George Clooney,Biography Comedy Crime Drama Romance Thriller,Dick Clark,David Julian Hirsh,Jennifer Hall,Confessions of a Dangerous Mind
Reginald Hudlin,Comedy Romance,Matthew Perry,Jerry Stiller,Vincent Pastore,Serving Sara
Ben Falcone,Comedy,Peter Dinklage,Tyler Labine,Ben Falcone,The Boss
Richard Attenborough,Biography Drama History,Denzel Washington,Kevin McNally,Penelope Wilton,Cry Freedom
Lawrence Kasdan,Comedy Drama,Zooey Deschanel,Alfre Woodard,Mary McDonnell,Mumford
Don Mancini,Comedy Fantasy Horror Thriller,Jason Flemyng,Billy Boyd,Hannah Spearritt,Seed of Chucky
John Maybury,Drama Mystery Sci-Fi Thriller,Jennifer Jason Leigh,Jason Lewis,Angel Coulby,The Jacket
Ron Clements,Adventure Animation Comedy Family Fantasy Musical Romance,Robin Williams,Frank Welker,Scott Weinger,Aladdin
F. Gary Gray,Biography Crime Drama History Music,Aldis Hodge,Neil Brown Jr.,R. Marcos Taylor,Straight Outta Compton
Steven Spielberg,Action Adventure,Harrison Ford,Amrish Puri,Kate Capshaw,Indiana Jones and the Temple of Doom
Igor Kovalyov,Adventure Animation Comedy Drama Family Musical,Elizabeth Daily,Cree Summer,Christine Cavanaugh,The Rugrats Movie
Lee Tamahori,Crime Drama Thriller,Morgan Freeman,Billy Burke,Monica Potter,Along Came a Spider
Stephen Frears,Biography Comedy Drama Music Romance,Meryl Streep,Nina Arianda,John Sessions,Florence Foster Jenkins
Robert Rodriguez,Action Crime Thriller,Johnny Depp,Salma Hayek,Enrique Iglesias,Once Upon a Time in Mexico
John McTiernan,Action Thriller,Alan Rickman,Bruce Willis,Reginald VelJohnson,Die Hard
David Wain,Comedy,Joe Lo Truglio,Ken Marino,Bobb'e J. Thompson,Role Models
Adam McKay,Biography Comedy Drama History,Ryan Gosling,Christian Bale,Charlie Talbert,The Big Short
Ang Lee,Comedy Drama Music,Imelda Staunton,Kevin Chamberlin,Demetri Martin,Taking Woodstock
Gavin O'Connor,Biography Drama History Sport,Eddie Cahill,Noah Emmerich,Kenneth Mitchell,Miracle
Zack Snyder,Action Horror Thriller,Ty Burrell,Kevin Zegers,Mekhi Phifer,Dawn of the Dead
Adam Shankman,Comedy Romance,Matthew McConaughey,Judy Greer,Alex Rocco,The Wedding Planner
Shinji Aramaki,Adventure Animation Sci-Fi,Shun Oguri,Yû Aoi,Haruma Miura,Harlock: Space Pirate
Wes Anderson,Comedy Drama,Bill Murray,Anjelica Huston,Seymour Cassel,The Royal Tenenbaums
James Mangold,Mystery Thriller,Clea DuVall,Rebecca De Mornay,Jake Busey,Identity
Jon Turteltaub,Comedy Romance,Robert De Niro,Morgan Freeman,Romany Malco,Last Vegas
John Glen,Action Adventure Thriller,Julian Glover,Topol,Desmond Llewelyn,For Your Eyes Only
Peter Chelsom,Comedy Romance,Lilli Lavine,David Sparrow,Ann Talman,Serendipity
Peter Hyams,Action Crime Sci-Fi Thriller,Mia Sara,Bruce McGill,Gloria Reuben,Timecop
Ben Stiller,Comedy,Milla Jovovich,Alexander Skarsgård,Will Ferrell,Zoolander
Lasse Hallström,Drama Romance Thriller,David Lyons,Noah Lomax,Mimi Kirkland,Safe Haven
Kenny Ortega,Comedy Family Fantasy,Vinessa Shaw,Omri Katz,Larry Bagby,Hocus Pocus
